id,school,mascot,abbreviation,alternateNames,conference,division,classification,color,alternateColor,logos,twitter,location
120,Maryland,Terrapins,MD,"[""MD"",""Maryland""]",Big Ten,East,fbs,#ce1126,#ffffff,"[""https://cdn.collegefootballdata.com/logos/500/120.png"",""https://cdn.collegefootballdata.com/logos-dark/500/120.png"",""https://cdn.collegefootballdata.com/logos/256/120.png"",""https://cdn.collegefootballdata.com/logos-dark/256/120.png"",""https://cdn.collegefootballdata.com/logos/128/120.png"",""https://cdn.collegefootballdata.com/logos-dark/128/120.png"",""https://cdn.collegefootballdata.com/logos/96/120.png"",""https://cdn.collegefootballdata.com/logos-dark/96/120.png"",""https://cdn.collegefootballdata.com/logos/64/120.png"",""https://cdn.collegefootballdata.com/logos-dark/64/120.png"",""https://cdn.collegefootballdata.com/logos/48/120.png"",""https://cdn.collegefootballdata.com/logos-dark/48/120.png"",""https://cdn.collegefootballdata.com/logos/32/120.png"",""https://cdn.collegefootballdata.com/logos-dark/32/120.png"",""https://cdn.collegefootballdata.com/logos/16/120.png"",""https://cdn.collegefootballdata.com/logos-dark/16/120.png""]",@TerpsFootball,"{""capacity"":""51802"",""city"":""College Park"",""constructionYear"":""1950"",""countryCode"":""US"",""dome"":""false"",""elevation"":""32.68748093"",""grass"":""false"",""id"":""3665"",""latitude"":""38.9903332"",""longitude"":""-76.9473792"",""name"":""SECU Stadium"",""state"":""MD"",""timezone"":""America/New_York"",""zip"":""20742""}"
2373,Maryville (TN),Scots,MCTN,"[""Maryville (TN)"",""MCTN"",""Maryville (TN)""]",USA South,null,iii,#000000,#null,"[""https://cdn.collegefootballdata.com/logos/500/2373.png"",""https://cdn.collegefootballdata.com/logos-dark/500/2373.png"",""https://cdn.collegefootballdata.com/logos/256/2373.png"",""https://cdn.collegefootballdata.com/logos-dark/256/2373.png"",""https://cdn.collegefootballdata.com/logos/128/2373.png"",""https://cdn.collegefootballdata.com/logos-dark/128/2373.png"",""https://cdn.collegefootballdata.com/logos/96/2373.png"",""https://cdn.collegefootballdata.com/logos-dark/96/2373.png"",""https://cdn.collegefootballdata.com/logos/64/2373.png"",""https://cdn.collegefootballdata.com/logos-dark/64/2373.png"",""https://cdn.collegefootballdata.com/logos/48/2373.png"",""https://cdn.collegefootballdata.com/logos-dark/48/2373.png"",""https://cdn.collegefootballdata.com/logos/32/2373.png"",""https://cdn.collegefootballdata.com/logos-dark/32/2373.png"",""https://cdn.collegefootballdata.com/logos/16/2373.png"",""https://cdn.collegefootballdata.com/logos-dark/16/2373.png""]",null,"{""capacity"":""3000"",""city"":""Maryville"",""constructionYear"":null,""countryCode"":""US"",""dome"":""false"",""elevation"":null,""grass"":null,""id"":""5932"",""latitude"":""35.7564719"",""longitude"":""-83.9704593"",""name"":""Lloyd L. Thornton Stadium"",""state"":""TN"",""timezone"":null,""zip"":""37802""}"
113,Massachusetts,Minutemen,MASS,"[""UMass"",""MASS"",""UMass""]",FBS Independents,null,fbs,#881c1c,#ffffff,"[""https://cdn.collegefootballdata.com/logos/500/113.png"",""https://cdn.collegefootballdata.com/logos-dark/500/113.png"",""https://cdn.collegefootballdata.com/logos/256/113.png"",""https://cdn.collegefootballdata.com/logos-dark/256/113.png"",""https://cdn.collegefootballdata.com/logos/128/113.png"",""https://cdn.collegefootballdata.com/logos-dark/128/113.png"",""https://cdn.collegefootballdata.com/logos/96/113.png"",""https://cdn.collegefootballdata.com/logos-dark/96/113.png"",""https://cdn.collegefootballdata.com/logos/64/113.png"",""https://cdn.collegefootballdata.com/logos-dark/64/113.png"",""https://cdn.collegefootballdata.com/logos/48/113.png"",""https://cdn.collegefootballdata.com/logos-dark/48/113.png"",""https://cdn.collegefootballdata.com/logos/32/113.png"",""https://cdn.collegefootballdata.com/logos-dark/32/113.png"",""https://cdn.collegefootballdata.com/logos/16/113.png"",""https://cdn.collegefootballdata.com/logos-dark/16/113.png""]",@UMassFootball,"{""capacity"":""17000"",""city"":""Hadley"",""constructionYear"":""1965"",""countryCode"":""US"",""dome"":""false"",""elevation"":""46.58664703"",""grass"":""false"",""id"":""3985"",""latitude"":""42.3773244"",""longitude"":""-72.5360595"",""name"":""Warren McGuirk Alumni Stadium"",""state"":""MA"",""timezone"":""America/New_York"",""zip"":""1003 ""}"
110,Mass Maritime,Buccaneers,MMT,"[""MMT"",""Mass Maritime""]",MSCAC,null,iii,#212c62,#fed523,"[""https://cdn.collegefootballdata.com/logos/500/110.png"",""https://cdn.collegefootballdata.com/logos-dark/500/110.png"",""https://cdn.collegefootballdata.com/logos/256/110.png"",""https://cdn.collegefootballdata.com/logos-dark/256/110.png"",""https://cdn.collegefootballdata.com/logos/128/110.png"",""https://cdn.collegefootballdata.com/logos-dark/128/110.png"",""https://cdn.collegefootballdata.com/logos/96/110.png"",""https://cdn.collegefootballdata.com/logos-dark/96/110.png"",""https://cdn.collegefootballdata.com/logos/64/110.png"",""https://cdn.collegefootballdata.com/logos-dark/64/110.png"",""https://cdn.collegefootballdata.com/logos/48/110.png"",""https://cdn.collegefootballdata.com/logos-dark/48/110.png"",""https://cdn.collegefootballdata.com/logos/32/110.png"",""https://cdn.collegefootballdata.com/logos-dark/32/110.png"",""https://cdn.collegefootballdata.com/logos/16/110.png"",""https://cdn.collegefootballdata.com/logos-dark/16/110.png""]",null,"{""capacity"":""2300"",""city"":""Buzzards Bay"",""constructionYear"":null,""countryCode"":""US"",""dome"":""false"",""elevation"":null,""grass"":null,""id"":""5940"",""latitude"":""41.745383"",""longitude"":""-70.618087"",""name"":""Clean Harbors Stadium"",""state"":""MA"",""timezone"":null,""zip"":""02532""}"
2700,McDaniel,Green Terror,MCD,"[""MCD"",""McDaniel""]",Centennial,null,iii,#00674d,#f5cc2e,"[""https://cdn.collegefootballdata.com/logos/500/2700.png"",""https://cdn.collegefootballdata.com/logos-dark/500/2700.png"",""https://cdn.collegefootballdata.com/logos/256/2700.png"",""https://cdn.collegefootballdata.com/logos-dark/256/2700.png"",""https://cdn.collegefootballdata.com/logos/128/2700.png"",""https://cdn.collegefootballdata.com/logos-dark/128/2700.png"",""https://cdn.collegefootballdata.com/logos/96/2700.png"",""https://cdn.collegefootballdata.com/logos-dark/96/2700.png"",""https://cdn.collegefootballdata.com/logos/64/2700.png"",""https://cdn.collegefootballdata.com/logos-dark/64/2700.png"",""https://cdn.collegefootballdata.com/logos/48/2700.png"",""https://cdn.collegefootballdata.com/logos-dark/48/2700.png"",""https://cdn.collegefootballdata.com/logos/32/2700.png"",""https://cdn.collegefootballdata.com/logos-dark/32/2700.png"",""https://cdn.collegefootballdata.com/logos/16/2700.png"",""https://cdn.collegefootballdata.com/logos-dark/16/2700.png""]",null,"{""capacity"":""1434"",""city"":""Westminster"",""constructionYear"":null,""countryCode"":""US"",""dome"":""false"",""elevation"":null,""grass"":null,""id"":""3922"",""latitude"":""39.5752639"",""longitude"":""-76.9959277"",""name"":""Kenneth R. Gill Stadium"",""state"":""MD"",""timezone"":null,""zip"":null}"
2816,McKendree,Bearcats,MCK,"[""MCK"",""McKendree""]",Great Lakes,null,ii,#000000,#null,"[""https://cdn.collegefootballdata.com/logos/500/2816.png"",""https://cdn.collegefootballdata.com/logos-dark/500/2816.png"",""https://cdn.collegefootballdata.com/logos/256/2816.png"",""https://cdn.collegefootballdata.com/logos-dark/256/2816.png"",""https://cdn.collegefootballdata.com/logos/128/2816.png"",""https://cdn.collegefootballdata.com/logos-dark/128/2816.png"",""https://cdn.collegefootballdata.com/logos/96/2816.png"",""https://cdn.collegefootballdata.com/logos-dark/96/2816.png"",""https://cdn.collegefootballdata.com/logos/64/2816.png"",""https://cdn.collegefootballdata.com/logos-dark/64/2816.png"",""https://cdn.collegefootballdata.com/logos/48/2816.png"",""https://cdn.collegefootballdata.com/logos-dark/48/2816.png"",""https://cdn.collegefootballdata.com/logos/32/2816.png"",""https://cdn.collegefootballdata.com/logos-dark/32/2816.png"",""https://cdn.collegefootballdata.com/logos/16/2816.png"",""https://cdn.collegefootballdata.com/logos-dark/16/2816.png""]",null,"{""capacity"":""2000"",""city"":""Lebanon"",""constructionYear"":null,""countryCode"":""US"",""dome"":""false"",""elevation"":null,""grass"":null,""id"":""6047"",""latitude"":""38.6039375"",""longitude"":""-89.8073195"",""name"":""Leemon Field"",""state"":""IL"",""timezone"":null,""zip"":""62254""}"
241,McMurry,War Hawks,MCM,"[""MCM"",""McMurry""]",American Southwest,null,iii,#98002e,#000000,"[""https://cdn.collegefootballdata.com/logos/500/241.png"",""https://cdn.collegefootballdata.com/logos-dark/500/241.png"",""https://cdn.collegefootballdata.com/logos/256/241.png"",""https://cdn.collegefootballdata.com/logos-dark/256/241.png"",""https://cdn.collegefootballdata.com/logos/128/241.png"",""https://cdn.collegefootballdata.com/logos-dark/128/241.png"",""https://cdn.collegefootballdata.com/logos/96/241.png"",""https://cdn.collegefootballdata.com/logos-dark/96/241.png"",""https://cdn.collegefootballdata.com/logos/64/241.png"",""https://cdn.collegefootballdata.com/logos-dark/64/241.png"",""https://cdn.collegefootballdata.com/logos/48/241.png"",""https://cdn.collegefootballdata.com/logos-dark/48/241.png"",""https://cdn.collegefootballdata.com/logos/32/241.png"",""https://cdn.collegefootballdata.com/logos-dark/32/241.png"",""https://cdn.collegefootballdata.com/logos/16/241.png"",""https://cdn.collegefootballdata.com/logos-dark/16/241.png""]",null,"{""capacity"":""3550"",""city"":""Abilene"",""constructionYear"":null,""countryCode"":""US"",""dome"":""false"",""elevation"":null,""grass"":null,""id"":""5996"",""latitude"":""32.44645"",""longitude"":""-99.7475905"",""name"":""Wilford Moore Stadium"",""state"":""TX"",""timezone"":null,""zip"":""79697""}"
2377,McNeese,Cowboys,MCN,"[""MCN"",""McNeese""]",Southland,null,fcs,#00529C,#null,"[""https://cdn.collegefootballdata.com/logos/500/2377.png"",""https://cdn.collegefootballdata.com/logos-dark/500/2377.png"",""https://cdn.collegefootballdata.com/logos/256/2377.png"",""https://cdn.collegefootballdata.com/logos-dark/256/2377.png"",""https://cdn.collegefootballdata.com/logos/128/2377.png"",""https://cdn.collegefootballdata.com/logos-dark/128/2377.png"",""https://cdn.collegefootballdata.com/logos/96/2377.png"",""https://cdn.collegefootballdata.com/logos-dark/96/2377.png"",""https://cdn.collegefootballdata.com/logos/64/2377.png"",""https://cdn.collegefootballdata.com/logos-dark/64/2377.png"",""https://cdn.collegefootballdata.com/logos/48/2377.png"",""https://cdn.collegefootballdata.com/logos-dark/48/2377.png"",""https://cdn.collegefootballdata.com/logos/32/2377.png"",""https://cdn.collegefootballdata.com/logos-dark/32/2377.png"",""https://cdn.collegefootballdata.com/logos/16/2377.png"",""https://cdn.collegefootballdata.com/logos-dark/16/2377.png""]",@McNeeseFootball,"{""capacity"":""17610"",""city"":""Lake Charles"",""constructionYear"":""1965"",""countryCode"":""US"",""dome"":""false"",""elevation"":""4.168509007"",""grass"":""false"",""id"":""3686"",""latitude"":""30.1804575"",""longitude"":""-93.2178729"",""name"":""Cowboy Stadium"",""state"":""LA"",""timezone"":""America/Chicago"",""zip"":""70607""}"
235,Memphis,Tigers,MEM,"[""MEM"",""Memphis""]",American Athletic,null,fbs,#00498f,#9c9ea1,"[""https://cdn.collegefootballdata.com/logos/500/235.png"",""https://cdn.collegefootballdata.com/logos-dark/500/235.png"",""https://cdn.collegefootballdata.com/logos/256/235.png"",""https://cdn.collegefootballdata.com/logos-dark/256/235.png"",""https://cdn.collegefootballdata.com/logos/128/235.png"",""https://cdn.collegefootballdata.com/logos-dark/128/235.png"",""https://cdn.collegefootballdata.com/logos/96/235.png"",""https://cdn.collegefootballdata.com/logos-dark/96/235.png"",""https://cdn.collegefootballdata.com/logos/64/235.png"",""https://cdn.collegefootballdata.com/logos-dark/64/235.png"",""https://cdn.collegefootballdata.com/logos/48/235.png"",""https://cdn.collegefootballdata.com/logos-dark/48/235.png"",""https://cdn.collegefootballdata.com/logos/32/235.png"",""https://cdn.collegefootballdata.com/logos-dark/32/235.png"",""https://cdn.collegefootballdata.com/logos/16/235.png"",""https://cdn.collegefootballdata.com/logos-dark/16/235.png""]",@MemphisFB,"{""capacity"":""58325"",""city"":""Memphis"",""constructionYear"":""1965"",""countryCode"":""US"",""dome"":""false"",""elevation"":""90.62445831"",""grass"":""false"",""id"":""3805"",""latitude"":""35.1209429"",""longitude"":""-89.977147"",""name"":""Simmons Bank Liberty Stadium"",""state"":""TN"",""timezone"":""America/Chicago"",""zip"":""38152""}"
2382,Mercer,Bears,MER,"[""MER"",""Mercer""]",Southern,null,fcs,#ff7f29,#080808,"[""https://cdn.collegefootballdata.com/logos/500/2382.png"",""https://cdn.collegefootballdata.com/logos-dark/500/2382.png"",""https://cdn.collegefootballdata.com/logos/256/2382.png"",""https://cdn.collegefootballdata.com/logos-dark/256/2382.png"",""https://cdn.collegefootballdata.com/logos/128/2382.png"",""https://cdn.collegefootballdata.com/logos-dark/128/2382.png"",""https://cdn.collegefootballdata.com/logos/96/2382.png"",""https://cdn.collegefootballdata.com/logos-dark/96/2382.png"",""https://cdn.collegefootballdata.com/logos/64/2382.png"",""https://cdn.collegefootballdata.com/logos-dark/64/2382.png"",""https://cdn.collegefootballdata.com/logos/48/2382.png"",""https://cdn.collegefootballdata.com/logos-dark/48/2382.png"",""https://cdn.collegefootballdata.com/logos/32/2382.png"",""https://cdn.collegefootballdata.com/logos-dark/32/2382.png"",""https://cdn.collegefootballdata.com/logos/16/2382.png"",""https://cdn.collegefootballdata.com/logos-dark/16/2382.png""]",@MercerFootball,"{""capacity"":""10200"",""city"":""Macon"",""constructionYear"":""2013"",""countryCode"":""US"",""dome"":""false"",""elevation"":""138.6699677"",""grass"":""false"",""id"":""4417"",""latitude"":""32.8262075"",""longitude"":""-83.6522485"",""name"":""Five Star Stadium at the Moye Complex"",""state"":""GA"",""timezone"":""America/New_York"",""zip"":""31207""}"
2383,Merchant Marine,Mariners,MMA,"[""MMA"",""Merch Marine""]",NEWMAC,null,iii,#000000,#null,"[""https://cdn.collegefootballdata.com/logos/500/2383.png"",""https://cdn.collegefootballdata.com/logos-dark/500/2383.png"",""https://cdn.collegefootballdata.com/logos/256/2383.png"",""https://cdn.collegefootballdata.com/logos-dark/256/2383.png"",""https://cdn.collegefootballdata.com/logos/128/2383.png"",""https://cdn.collegefootballdata.com/logos-dark/128/2383.png"",""https://cdn.collegefootballdata.com/logos/96/2383.png"",""https://cdn.collegefootballdata.com/logos-dark/96/2383.png"",""https://cdn.collegefootballdata.com/logos/64/2383.png"",""https://cdn.collegefootballdata.com/logos-dark/64/2383.png"",""https://cdn.collegefootballdata.com/logos/48/2383.png"",""https://cdn.collegefootballdata.com/logos-dark/48/2383.png"",""https://cdn.collegefootballdata.com/logos/32/2383.png"",""https://cdn.collegefootballdata.com/logos-dark/32/2383.png"",""https://cdn.collegefootballdata.com/logos/16/2383.png"",""https://cdn.collegefootballdata.com/logos-dark/16/2383.png""]",null,"{""capacity"":""2000"",""city"":""Kings Point"",""constructionYear"":null,""countryCode"":""US"",""dome"":""false"",""elevation"":null,""grass"":null,""id"":""5997"",""latitude"":""40.8197813"",""longitude"":""-73.7351337"",""name"":""Brooks Stadium (NY)"",""state"":""NY"",""timezone"":null,""zip"":""11024""}"
2385,Mercyhurst,Lakers,MERC,"[""MERC"",""Mercyhurst""]",Pennsylvania State Athletic,Western,ii,#000000,#null,"[""https://cdn.collegefootballdata.com/logos/500/2385.png"",""https://cdn.collegefootballdata.com/logos-dark/500/2385.png"",""https://cdn.collegefootballdata.com/logos/256/2385.png"",""https://cdn.collegefootballdata.com/logos-dark/256/2385.png"",""https://cdn.collegefootballdata.com/logos/128/2385.png"",""https://cdn.collegefootballdata.com/logos-dark/128/2385.png"",""https://cdn.collegefootballdata.com/logos/96/2385.png"",""https://cdn.collegefootballdata.com/logos-dark/96/2385.png"",""https://cdn.collegefootballdata.com/logos/64/2385.png"",""https://cdn.collegefootballdata.com/logos-dark/64/2385.png"",""https://cdn.collegefootballdata.com/logos/48/2385.png"",""https://cdn.collegefootballdata.com/logos-dark/48/2385.png"",""https://cdn.collegefootballdata.com/logos/32/2385.png"",""https://cdn.collegefootballdata.com/logos-dark/32/2385.png"",""https://cdn.collegefootballdata.com/logos/16/2385.png"",""https://cdn.collegefootballdata.com/logos-dark/16/2385.png""]",null,"{""capacity"":""2300"",""city"":""Erie"",""constructionYear"":null,""countryCode"":""US"",""dome"":""false"",""elevation"":""198"",""grass"":null,""id"":""4428"",""latitude"":""42.1294712"",""longitude"":""-80.0852695"",""name"":""Saxon Stadium"",""state"":""PA"",""timezone"":""America/New_York"",""zip"":""16530""}"
2771,Merrimack,Warriors,MRMK,"[""MRMK"",""Merrimack""]",NEC,null,fcs,#000000,#null,"[""https://cdn.collegefootballdata.com/logos/500/2771.png"",""https://cdn.collegefootballdata.com/logos-dark/500/2771.png"",""https://cdn.collegefootballdata.com/logos/256/2771.png"",""https://cdn.collegefootballdata.com/logos-dark/256/2771.png"",""https://cdn.collegefootballdata.com/logos/128/2771.png"",""https://cdn.collegefootballdata.com/logos-dark/128/2771.png"",""https://cdn.collegefootballdata.com/logos/96/2771.png"",""https://cdn.collegefootballdata.com/logos-dark/96/2771.png"",""https://cdn.collegefootballdata.com/logos/64/2771.png"",""https://cdn.collegefootballdata.com/logos-dark/64/2771.png"",""https://cdn.collegefootballdata.com/logos/48/2771.png"",""https://cdn.collegefootballdata.com/logos-dark/48/2771.png"",""https://cdn.collegefootballdata.com/logos/32/2771.png"",""https://cdn.collegefootballdata.com/logos-dark/32/2771.png"",""https://cdn.collegefootballdata.com/logos/16/2771.png"",""https://cdn.collegefootballdata.com/logos-dark/16/2771.png""]",@MerrimackFB,"{""capacity"":""3500"",""city"":""North Andover"",""constructionYear"":""2017"",""countryCode"":""US"",""dome"":""false"",""elevation"":""63"",""grass"":""false"",""id"":""6048"",""latitude"":""42.6839894"",""longitude"":""-71.1127065"",""name"":""Duane Stadium"",""state"":""MA"",""timezone"":""America/New_York"",""zip"":""01845""}"
